galaxy,dcrra4_triangle_class,dcrra7_residual_map_zone,dcrra7_evidence_tier,dcrra7_proxy_support_flag,proxy_centroid_predicted_class,nearest_centroid_margin,dcrra3_recommended_class,dcrra3_class_stability,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,dcrra7_rationale,dcrra7_claim_boundary_note,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,delta_aic_rrf_minus_best_neighbor_null,best_aic_v2,locked_aic_v2,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,component_curve_external_validation_status
UGC03546,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,1.00369146291757,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,4.5,0.28094877331902,0.610559779158646,193.5006459937537,262.0,5.266504170286921e-05,0.6712652293516725,30,-12.021190882934423,-14.526479041445183,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,48.65240382364379,24340.81251533685,8.053233044379319,outer_step_median,-90.41550757990774,saturating_n4,2.029347720338791,46.36268520211546,48.68378982218217,2.3211046200667127,0,1,11,28,26.547669924379605,-12.021190882934423,-14.526479041445183,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC03580,NFW_TRIANGLE_DOMINANT,HALO_COMPARATOR_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.6402066461446347,HALO_DOMINANT_LIKE,STABLE,3.0,0.3222569995544311,0.8564790593136979,120.01666550941998,131.0,0.006585651508296,0.3770999514023882,47,75.14574846865852,56.044262666624206,NFW-like comparator is favored in the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,1192.5705163166383,12280.17749551132,7.919102317108258,outer_step_median,-2214.9934976807,saturating_n4,-32.68473093187072,1188.560078718197,1192.861417758661,4.301339040463972,0,1,1,4,-0.0,75.14574846865852,56.044262666624206,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC04278,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.5402103958321858,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,1.5,0.8011807562144369,1.1443264146439338,86.3,92.8,0.0,0.2682147753195957,25,-40.54189779263508,-73.56336245901721,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,38.9816444033192,6900.530507242608,3.6613420213022017,outer_step_median,-142.44032929827128,saturating_n2,19.736990538153933,14.599470907471472,38.96663674424134,24.36716583676987,0,0,2,5,114.1052602516523,-40.54189779263508,-73.56336245901721,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC04305,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.0588177343063556,UNRESOLVED_OR_WEAK,STABLE,7.0,0.120020682508059,0.0716810187553453,34.8508966886076,37.3,0.1917661798507816,1.2761931853266757,22,-1.0953643336232233,-706.7269000219987,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,34.419421980601,194.81769556333128,0.7026337880432265,shuffled_radius_rrf_nfixed,2.4140578157053483,saturating_n8,0.9989963859399608,33.40359801490412,34.4193803779295,1.0157823630253802,1,1,32,40,707.822264355622,-1.0953643336232233,-706.7269000219987,0,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC04325,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,THREE_WAY_COMPETITIVE,0.0532760869622876,SN_RRF_FAMILY_LIKE,STABLE,2.75,0.1840679473598248,0.6198072133396497,91.6,92.7,0.1723621879624622,0.3678812856352852,8,-9.805444942729652,-42.840824570081935,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,5.864486959586444,6540.528576990606,1.0859323833668006,shuffled_radius_rrf_nfixed,-30.410612931776058,saturating_n2,-2.0329214324333984,4.86511493409416,5.888529687272666,1.0234147531785052,1,1,7,15,52.646269512811585,-9.805444942729652,-42.840824570081935,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC04483,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,1.2905433565758917,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.3850597239640059,0.6618382233646345,24.2,24.3,0.5293546153731834,0.3474602144662249,8,-2.3280609261629923,-33.34080135396548,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,5.492063531349612,398.34535272858494,0.4201750724301368,shuffled_radius_rrf_nfixed,-19.78664734346821,saturating_n2,0.023920642854212,5.276690065508872,5.498131685506898,0.2214416199980267,1,1,19,40,35.66886228012847,-2.3280609261629923,-33.34080135396548,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC04499,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.8134336246119416,SN_RRF_FAMILY_LIKE,STABLE,2.25,0.3064528249792871,0.6791445682822571,73.3,74.3,0.3223854713490127,0.3914409749687785,9,-4.214373374098926,-19.88763761878937,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.6253522098874384,3802.8964074243,2.366622773977502,shuffled_radius_rrf_nfixed,-42.15525882972658,saturating_n2,2.008500580590699,5.3875049478291785,7.62877125036764,2.2412663025384614,0,1,6,19,24.102010992888296,-4.214373374098926,-19.88763761878937,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05005,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,NUISANCE_SENSITIVE,0.0385070375212237,MIXED_COMPETITIVE,STABLE,2.0,0.3566689707529199,0.814146711204287,99.4,100.0,0.1758389028199194,0.2278496127671461,11,-2.390127517542004,-2.099059285021374,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,5.024778599013484,8214.802516008602,7.958018603828539,outer_step_median,-19.7356002773869,saturating_n2,0.835336377726823,4.182428788923204,5.007409126174711,0.8249803372515068,1,1,13,38,4.489186802563378,-2.390127517542004,-2.099059285021374,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05253,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.7512223102734579,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,2.0,0.2210628874360587,0.5638834382627794,244.0,248.0,0.0012150963030845,0.5755946822090834,73,-190.69175635748093,-361.79668219638575,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,305.87536755707333,34777.26702898905,6.977644776251372,outer_step_median,-1926.1533230299524,saturating_n2,132.03215026682318,173.93407305311038,305.5070563339672,131.57298328085685,0,0,1,2,552.4884385538667,-190.69175635748093,-361.79668219638575,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05716,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.7805450686294422,NUISANCE_SENSITIVE,STABLE,1.5,0.3284737213881026,0.762686372163753,73.0,74.7,0.5582940073721909,0.2012508350534809,12,-14.558664454489184,-370.3379109473378,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,66.50490779326523,4303.061195963649,2.7724734879650303,shuffled_radius_rrf_nfixed,-215.0076106193513,exp_saturating,50.616822160266295,18.304341650470484,66.48006808315657,48.17572643268608,0,0,2,6,384.89657540182696,-14.558664454489184,-370.3379109473378,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05721,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.9713323846591624,SN_RRF_FAMILY_LIKE,STABLE,2.25,0.180535928341847,0.8558687709417734,78.4501434033106,82.6,0.251008184583506,0.1633083269354976,23,-15.432301238717027,-52.70445062814652,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,18.905803982132447,5575.972294198512,0.8756415901707212,shuffled_radius_rrf_nfixed,-176.3054614755154,saturating_n2,2.80799165200348,15.780580519708831,18.956496929323315,3.175916409614484,0,1,6,15,68.13675186686355,-15.432301238717027,-52.70445062814652,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05750,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.0590642406808634,MIXED_COMPETITIVE,STABLE,2.75,0.2287756666337537,0.7228335007477767,77.6,78.9,0.1792511779575575,0.3468188204113083,11,-5.329285248503268,-6.419411210981108,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,4.273824170387387,4520.676189926946,5.241805961496437,outer_step_median,-19.94279178755448,saturating_n4,-0.5233988150397604,4.140335595215357,4.279257167815383,0.1389215726000259,1,1,16,37,11.748696459484377,-5.329285248503268,-6.419411210981108,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05764,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.5377140814471009,NUISANCE_SENSITIVE,STABLE,2.25,0.2552451652903577,0.9388999067554332,50.0,55.8,0.693184130007422,0.2141353999999999,10,-23.40167185945465,-443.7164635058664,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,28.792025383609836,2545.268502494359,0.895222465086211,shuffled_radius_rrf_nfixed,-231.98343252747776,saturating_n2,5.478650937894649,22.30466821081905,28.757379816224606,6.4527116054055575,0,1,4,10,467.11813536532105,-23.40167185945465,-443.7164635058664,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05829,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.9404166668520504,NUISANCE_SENSITIVE,STABLE,1.25,0.4630453637223821,0.5275465596957494,65.6,68.6,0.3969357625823655,0.3607083999479477,11,-1.6149347323548922,-23.510736019745327,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,10.52102293772397,2535.392216610464,2.2661019391716524,shuffled_radius_rrf_nfixed,-21.10559401292992,arctan_saturating,5.6621305658738645,4.64699666381797,10.528253546701425,5.881256882883455,0,1,5,17,25.12567075210022,-1.6149347323548922,-23.510736019745327,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05918,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.6363552890592565,NUISANCE_SENSITIVE,STABLE,1.75,0.2344188649348866,0.5343026953925514,42.6,44.5,0.2851119649642405,0.2728032907932729,8,-0.9206982284302684,-4.440224271594106,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,5.610039051904307,1404.9446817091548,1.1098339559806665,shuffled_radius_rrf_nfixed,-4.148346532835266,saturating_n2,1.4368592666555609,4.133243600075186,5.61294758699272,1.4797039869175332,1,1,12,41,5.360922500024374,-0.9206982284302684,-4.440224271594106,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC05986,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.2282544148087324,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.3433739315604619,0.7958722481526723,110.51018052650171,116.0,0.1037790247211096,0.2709372118730809,15,-64.38651427688755,-78.48313616415784,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,18.2131921811362,11149.837162371106,2.659177388095832,shuffled_radius_rrf_nfixed,-344.2725831238653,saturating_n2,1.7690578956478902,11.460032053520129,18.19228838881073,6.732256335290602,0,1,3,7,142.8696504410454,-64.38651427688755,-78.48313616415784,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06399,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,THREE_WAY_COMPETITIVE,0.4894096081557559,MIXED_COMPETITIVE,STABLE,2.25,0.500131445787263,0.6010405296028228,85.6,87.6,0.1233202339522139,0.3340797367674034,9,-4.638863550835865,0.0996204990018136,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,6.237485952113435,5894.881881133879,2.654993694206873,shuffled_radius_rrf_nfixed,-38.804420104184686,saturating_n2,1.9576970681905757,4.243161213856926,6.235617304808514,1.9924560909515885,1,1,9,21,4.638863550835865,-4.638863550835865,0.0996204990018136,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06446,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.7292088524279503,NUISANCE_SENSITIVE,STABLE,1.5,0.2441147851955216,0.6332240763138611,83.2,84.9,0.3762498073894136,0.2275787172938239,17,-3.243948458922839,-10.518514488613764,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,16.513267203971303,5119.355926327093,1.488485480094818,shuffled_radius_rrf_nfixed,-54.26698523505625,arctan_saturating,9.27855287851411,6.748589150725465,16.51261130464288,9.764022153917416,0,1,5,12,13.762462947536603,-3.243948458922839,-10.518514488613764,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06614,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.1846127656509741,MIXED_COMPETITIVE,STABLE,2.75,0.3731204778565899,0.8065581673664792,203.00246303924493,205.0,0.0,0.3854119619024508,13,0.0270818183446968,-2.6474537784685337,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,5.858099789227744,32261.27247662076,17.73857156317811,outer_step_median,-34.7285624843067,saturating_n2,-0.4480850256663213,5.47218823611309,5.865075978981782,0.3928877428686919,1,1,12,35,2.6474537784685337,0.0270818183446968,-2.6474537784685337,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06667,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.7105049401357348,NUISANCE_SENSITIVE,STABLE,2.0,0.2856769324566942,0.7602366500634608,85.0,85.7,0.4956522561010189,0.1622567335640138,9,-9.086860482805598,-30.576752708401635,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,13.009754540097136,6249.775797056001,2.3394360602912423,shuffled_radius_rrf_nfixed,-154.12439487046854,saturating_n2,8.08129552820478,4.956430972459069,13.076898253971237,8.120467281512166,0,1,5,11,39.66361319120723,-9.086860482805598,-30.576752708401635,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06786,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.180668882892574,NUISANCE_SENSITIVE,STABLE,1.25,0.1090890264302983,0.9146739267092616,226.0,229.0,0.0033743636140993,0.3260387246456261,45,-184.01610936911365,-729.3053598067423,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,241.3400897216561,39474.67813989485,4.605576335796709,shuffled_radius_rrf_nfixed,-1960.8152035923167,exp_saturating,195.49712966778932,48.41739606542952,242.63870613550384,194.2213100700743,0,0,2,2,913.321469175856,-184.01610936911365,-729.3053598067423,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06787,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.4228331298590095,NUISANCE_SENSITIVE,STABLE,2.25,0.1151497175581048,0.8156569490758488,246.5005070988699,276.0,0.0019108667577432,0.327921644929027,71,201.6758030097524,-260.3347714857912,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,1694.6501848978216,41550.68498098121,5.735722114168681,outer_step_median,-3536.42546989353,saturating_n2,22.732909589727115,1665.437599496954,1690.3408833197634,24.9032838228095,0,0,1,4,260.3347714857912,201.6758030097524,-260.3347714857912,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06818,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.8326082111945978,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.75,0.6799239098821815,1.2152157172832838,71.2,74.4,0.0802031060064331,0.3452807805201363,8,-8.617212434500871,-13.227846806987255,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.423060020468364,6388.927607084973,5.0805119132338215,outer_step_median,-9.645719550958004,saturating_n6,2.0434061353468014,5.390662388137828,7.43218045919596,2.041518071058132,0,1,28,36,21.845059241488126,-8.617212434500871,-13.227846806987255,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06917,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,THREE_WAY_COMPETITIVE,0.3662278180994689,MIXED_COMPETITIVE,STABLE,2.25,0.334071427638817,0.5847378632107327,110.0,111.0,0.095637589728028,0.3929983471074379,11,-6.006104605885432,-6.870556451790958,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,7.900982466103529,8251.457448440917,2.814495980836729,shuffled_radius_rrf_nfixed,-67.73660342318752,saturating_n2,2.3700709943768965,5.332774536313003,7.908797946260766,2.576023409947763,0,1,6,16,12.87666105767639,-6.006104605885432,-6.870556451790958,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06930,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.1349563330046952,SN_RRF_FAMILY_LIKE,STABLE,2.25,0.1553195714504805,0.753102994308296,108.0,109.0,0.1871280919864963,0.3932738768861455,10,-1.505427815875871,-13.19340197432956,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,5.215175749496632,7935.807012529934,2.787532559781136,shuffled_radius_rrf_nfixed,-7.636917052969652,saturating_n2,0.4861608802369987,4.648924310923567,5.213880963602287,0.5649566526787204,1,1,15,41,14.698829790205432,-1.505427815875871,-13.19340197432956,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06973,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,UNRESOLVED_TRIANGULAR,0.0918221209537986,PATHOLOGY_ARCHIVE,STABLE,12.0,0.4013152422413812,0.7326323167837412,178.0,180.0,0.0170999288961383,1.0869536359045575,9,-22.216620896981453,-122.95191860821912,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,819.4779325371054,493549.0011561975,23.55,outer_step_median,10.110097320530826,saturating_n8,24.511355476246536,793.4604753811549,819.4779325371055,26.01745715595064,0,0,11,23,145.16853950520056,-22.216620896981453,-122.95191860821912,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC06983,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.3313062621113367,NUISANCE_SENSITIVE,STABLE,2.5,0.1361053060602256,0.8960652934593895,108.0,113.0,0.2357561581700059,0.3051034722222222,17,-4.173447969823828,-10.290310840523953,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,9.964234628635518,9115.252084392569,2.5640736597790346,shuffled_radius_rrf_nfixed,-44.6079154803564,saturating_n2,0.0220411097313704,9.307622399032864,9.986567681323086,0.678945282290222,1,1,10,35,14.46375881034778,-4.173447969823828,-10.290310840523953,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC07089,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.3438356548973926,MIXED_COMPETITIVE,STABLE,1.5,0.8160624109786319,0.8469794083617365,77.6,79.1,0.1332505721817238,0.4705017137846743,12,-5.41563840785712,-1.1325897851237663,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,9.461978593336177,4027.109949367192,4.11377531148767,shuffled_radius_rrf_nfixed,-38.11556831441983,saturating_n2,3.792335345800632,4.909507988098209,9.47119188065055,4.561683892552342,0,1,5,18,6.548228192980886,-5.41563840785712,-1.1325897851237663,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC07125,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.539867321317439,SN_RRF_FAMILY_LIKE,STABLE,2.25,0.2903660793291374,0.5223022782367821,65.25017241356531,65.6,0.3378378378378379,0.5372531493792843,13,-8.0269761875373,-788.3492010610172,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,8.692792327122257,2502.3153835870207,4.151446024888451,shuffled_radius_rrf_nfixed,-31.290849620003016,saturating_n2,1.261294841684804,7.128042827426664,8.692948002931267,1.5649051755046033,1,1,8,22,796.3761772485545,-8.0269761875373,-788.3492010610172,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC07151,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,THREE_WAY_COMPETITIVE,0.0103360339228397,SN_RRF_FAMILY_LIKE,STABLE,2.75,0.2395705460004976,0.533234364088133,74.0,76.2,0.1388457210105054,0.5449385865595324,11,-12.763156786647093,-27.459586926630656,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,8.836798657261166,3386.182032175709,1.2113621885421082,shuffled_radius_rrf_nfixed,-44.80809109400015,saturating_n2,-2.20951053606327,8.0706026651905,8.818147965898614,0.747545300708115,1,1,7,23,40.22274371327775,-12.763156786647093,-27.459586926630656,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC07323,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,THREE_WAY_COMPETITIVE,0.1624946179868476,MIXED_COMPETITIVE,STABLE,1.5,0.771145939083473,0.6276773727215244,82.8,85.6,0.0459077926066851,0.6607498570561741,10,-7.057076456213263,-2.4107666575995443,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,10.371997724342702,4864.699831944239,3.0357172992681503,outer_step_median,-43.81994961556964,saturating_n2,4.082307127320703,5.571016275016073,10.364021507020832,4.793005232004759,0,1,5,16,9.467843113812808,-7.057076456213263,-2.4107666575995443,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
