galaxy,dcrra4_triangle_class,zone,dcrra7_evidence_tier,dcrra7_proxy_support_flag,proxy_centroid_predicted_class,nearest_centroid_margin,dcrra3_recommended_class,dcrra3_class_stability,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,dcrra7_rationale,dcrra7_claim_boundary_note,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,delta_aic_rrf_minus_best_neighbor_null,best_aic_v2,locked_aic_v2,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,component_curve_external_validation_status,rotmod_points,Rlast_kpc,median_abs_residual_norm,max_abs_residual_norm,roughness_rms_diff,median_err_fraction,negative_vbar2_proxy_fraction,negative_residual_v2_fraction,kernel_curve_corr,kernel_curve_rmse,winning_comparator,winning_comparator_family,winning_aic,params_json,rss,winner_existing_aic,winner_existing_aic_family,winner_existing_aic_score,winner_existing_aicc,winner_existing_aicc_family,winner_existing_aicc_score,winner_existing_bic,winner_existing_bic_family,winner_existing_bic_score,winner_poly_degree_aic,winner_poly_degree_aic_degree,winner_poly_degree_aic_score,winner_poly_degree_aicc,winner_poly_degree_aicc_degree,winner_poly_degree_aicc_score,winner_poly_degree_bic,winner_poly_degree_bic_degree,winner_poly_degree_bic_score,phase5_winning_comparator,phase5_winning_comparator_family,phase5_overflex_winner,response_family_zone_flag,nuisance_or_pathology_zone_flag,halo_or_mixed_zone_flag,phase5_overflex_winner_flag,existing_aicc_overflex_flag,existing_bic_overflex_flag,poly_aicc_high_flex_flag,snrrf_existing_aicc_winner_flag,low_point_count_flag,high_median_error_flag,high_roughness_flag,high_negative_residual_fraction_flag,phase6_failure_boundary_score
F563-1,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.0746364903467387,NUISANCE_SENSITIVE,STABLE,3.75,0.1401376038793744,0.848415454663316,111.5,112.5,0.4291438467246827,0.1338615294898349,17,-12.855631168087246,-9.190447704920448,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.624271028319944,10121.671503794534,2.923649311306986,shuffled_radius_rrf_nfixed,-58.88977272979765,saturating_n4,0.1270828525605303,7.472782988285845,7.620579259366702,0.1477962710808569,1,1,19,37,22.04607887300769,-12.855631168087246,-9.190447704920448,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,17,20.1,0.6366917492811036,0.8812060166100263,0.0498787027340192,0.1268976897689769,0.0,0.0,0.8988234661192311,0.1326634881402125,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-20.57149429410031,"{""amplitude"": 0.7710956172933202, ""scale"": 0.15}",0.1424165415900837,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-20.57149429410031,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-81.35093490790726,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-80.54165107693768,POLY5_NULL,5,-256.923800110234,POLY5_NULL,5,-254.37834556477944,POLY5_NULL,5,-246.7905233855504,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,False,0,1,0,0,0,0,1,0,0,1,1,0,3
F563-V2,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.1297122908894232,NUISANCE_SENSITIVE,STABLE,2.75,0.204028245524642,0.656131248776451,118.0,118.0,0.0826615559827784,0.2167593363975869,10,-5.824966510174958,0.7319019160020908,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,4.708991835066544,11878.758358634886,1.9823605092789671,outer_step_median,-22.546879309603185,saturating_n2,-0.7035383486809526,4.477215846253684,4.708606650577496,0.2313908043238122,1,1,12,38,5.824966510174958,-5.824966510174958,0.7319019160020908,1,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,10,10.47,0.626734605716748,0.785039263142775,0.032660120089137,0.1824324685566114,0.0,0.0,0.9968093051217614,0.1202663191235692,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-33.597574566790456,"{""amplitude"": 0.7917069528204832, ""n"": 3.0, ""scale"": 0.2}",0.0039298709895498,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-33.597574566790456,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-73.21556736253017,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-74.32468289082779,POLY6_NULL,6,-327.7385005347438,POLY6_NULL,6,-324.2385005347438,POLY6_NULL,6,-315.91634435594625,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,False,0,1,0,0,0,0,1,1,1,1,0,0,3
F568-1,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,THREE_WAY_COMPETITIVE,0.0476024161172445,MIXED_COMPETITIVE,STABLE,2.5,0.2422094347320097,0.6810086588426209,133.0,142.0,0.0641954520350811,0.2247057097631296,12,-8.792170896755017,-5.027749912199029,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,5.137576600069555,14458.677031943826,2.892353652836071,outer_step_median,-59.79381075180872,saturating_n2,0.4399314325796419,4.2500221176351225,5.162527752487417,0.9125056348522946,1,1,10,28,13.819920808954048,-8.792170896755017,-5.027749912199029,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,12,13.23,0.6369738453276048,0.871744603991181,0.0288689099939565,0.128895292987512,0.0,0.0,0.9941700828239206,0.1149390783305944,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-57.77328047083573,"{""coef"": [0.0343565943675364, -1.5857059882555038, 23.956666871218086, -65.53778973137307, 70.61071230324193, -26.714533479714465], ""degree"": 5}",0.0003901583176653,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-57.77328047083573,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-95.20637529923404,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-109.09693540050604,POLY6_NULL,6,-415.40582779347847,POLY6_NULL,6,-411.90582779347847,POLY6_NULL,6,-403.5836716146809,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,0,1,1,1,1,1,0,0,1,0,0,3
F568-3,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.1092942105959151,SN_RRF_FAMILY_LIKE,STABLE,3.25,0.217139396070658,0.7400438971856966,107.0,120.0,0.0279303255585602,0.3352873613416019,18,-48.18526202555267,-38.16478015332208,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.47955583482322,8603.666429164083,3.899314852117791,outer_step_median,-107.1164476064663,saturating_n4,-2.439212479782741,7.407068814224998,7.409435972173604,0.0023671579486057,1,1,6,15,86.35004217887474,-48.18526202555267,-38.16478015332208,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,18,17.98,0.4142879247095816,0.915445811861298,0.0315422480229923,0.1004950495049505,0.0,0.0555555555555555,0.8869348695065874,0.1337370911499772,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-53.01285853874441,"{""coef"": [0.04894218005373059, -2.3505783317980407, 28.40489248264624, -81.33997597669824, 91.83802257327712, -35.88030279161047], ""degree"": 5}",0.0059794315254509,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-53.01285853874441,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-124.54006401286266,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-126.83419710184933,POLY6_NULL,6,-327.54118095057345,POLY6_NULL,6,-324.04118095057345,POLY6_NULL,6,-315.7190247717759,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,1,0,0,3
F568-V1,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.1892260653695414,MIXED_COMPETITIVE,STABLE,2.5,0.1526612881500541,0.765461295372624,112.0044641967453,118.0,0.0681158740197896,0.2032920127540853,15,-1.4647164164372033,0.4857623320877744,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,5.128880475247271,11512.235339091303,2.5660908024264217,shuffled_radius_rrf_nfixed,-17.676401441484288,saturating_n2,0.1365836706429233,4.775251367267122,5.12601060224388,0.3507592349767572,1,1,14,40,1.4647164164372033,-1.4647164164372033,0.4857623320877744,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,15,17.63,0.7756854444001595,0.919003961737744,0.0383220907180326,0.124,0.0,0.0,0.983933706118578,0.0934260315508773,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-48.78880093596625,"{""coef"": [-0.03780703770827399, 1.902149068340262, 13.136635514237303, -57.36630156719715, 75.15968997752734, -31.96614050085393], ""degree"": 5}",0.005259668515355,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-48.78880093596625,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-96.8360621282258,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-103.08776092161251,POLY6_NULL,6,-329.2075099765951,POLY6_NULL,6,-325.7075099765951,POLY6_NULL,6,-317.3853537977975,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,0,1,1,1,1,1,0,0,1,0,0,3
F571-8,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.3728389824986653,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,4.75,0.3343232456977319,1.0385375820375815,137.5227253947507,144.0,0.0083012805474973,0.2400174091209516,13,-19.3919905363228,-526.3424004858297,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,125.29267436253204,20349.452761649663,6.332370654410824,outer_step_median,-92.02883939704094,saturating_n4,7.117159821509418,116.64730099544268,125.38741999795911,8.740119002516437,0,1,6,17,545.7343910221525,-19.3919905363228,-526.3424004858297,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,13,15.55,0.3562448697951089,0.9272320793126236,0.0483886285990382,0.0578871201157742,0.0,0.4615384615384615,0.9907872712960084,0.2947367889718942,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-16.853443897120492,"{""coef"": [0.07237409826023089, -10.119007632836185, 66.42948682326725, -147.9002014756093, 144.31638737629427, -51.953513027727084], ""degree"": 5}",0.0042147262046716,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-16.853443897120492,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-80.52915012243001,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-89.05386391337929,POLY6_NULL,6,-321.9204049203996,POLY6_NULL,6,-318.4204049203996,POLY6_NULL,6,-310.098248741602,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,1,0,0,0,1,0,2
F574-1,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.2107819824368584,SN_RRF_FAMILY_LIKE,STABLE,2.25,0.2491003292902196,0.6156857941285421,99.15061774895808,99.7,0.0550001193570023,0.3306187667489417,14,-20.01606505239241,-25.505217090935627,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.140848262214439,7681.125502618162,2.7939947863041024,shuffled_radius_rrf_nfixed,-196.8258357952859,saturating_n2,1.97381772489753,4.519580558800069,7.095317341849616,2.575736783049547,0,1,5,14,45.52128214332804,-20.01606505239241,-25.505217090935627,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,14,12.6,0.5821440476378175,0.6718875437462395,0.0247504760834324,0.0499541232383839,0.0,0.0,0.9975477862164568,0.0725029024479242,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-39.08675176241914,"{""amplitude"": 0.6590069180066317, ""n"": 3.0, ""scale"": 0.25}",0.0034133722560836,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-39.08675176241914,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-106.95882216790557,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-106.77161659958416,POLY6_NULL,6,-377.96984051936425,POLY6_NULL,6,-374.46984051936425,POLY6_NULL,6,-366.1476843405667,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,False,1,0,0,0,0,0,1,1,0,0,0,0,0
F579-V1,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.1300809993677609,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,2.0,0.0462109686454746,0.4622064237773888,114.0,114.0,0.0399889921165492,0.4489963450292398,14,-3.6131851585052432,-29.66294092389072,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,6.010555254528066,8909.822042453947,0.9491516329392116,shuffled_radius_rrf_nfixed,-0.3988682505267782,saturating_n2,1.8367406023877075,4.176219509729422,6.011533404516449,1.835313894787027,1,1,10,40,33.27612608239596,-3.6131851585052432,-29.66294092389072,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,14,15.16,0.517411164973838,0.6050487457679286,0.0282867039124266,0.1023635477582846,0.0,0.0,0.9346298359446022,0.0826153372643356,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-59.930090385864446,"{""coef"": [-0.12591710487086288, 8.494376224380325, -39.135472816555755, 80.16262823619272, -74.83488119814174, 26.04634104243748], ""degree"": 5}",0.002510753870801,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-59.930090385864446,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-96.76721375062604,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-104.9328697729345,POLY6_NULL,6,-384.2707537892528,POLY6_NULL,6,-380.7707537892528,POLY6_NULL,6,-372.4485976104552,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,1,0,0,3
F583-1,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.059879190188238,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.2009590242049004,0.7669085764891291,80.3,86.9,0.0,0.1775511352974292,25,-33.461109446273866,-41.82132254536074,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,9.09839156237219,5211.592706147845,3.028560424814862,outer_step_median,-134.0661967701155,saturating_n2,0.2092020558840559,5.9046229055121575,9.193342054997869,3.288719149485709,0,1,4,11,75.28243199163461,-33.461109446273866,-41.82132254536074,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,25,16.26,0.4521930214993897,0.882097799503419,0.0347740682127024,0.1036036036036036,0.0,0.04,0.9933925960711436,0.1070852239179412,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-62.46525171833842,"{""amplitude"": 0.793342122735833, ""n"": 2.25, ""scale"": 0.25}",0.0116299762753026,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-62.46525171833842,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-181.8261294319657,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,-178.95062613249294,POLY5_NULL,5,-353.773441831552,POLY5_NULL,5,-351.2279872860974,POLY5_NULL,5,-343.6401651068683,SN_RRF_SATURATING_FAMILY,SN_RRF_FAMILY,False,1,0,0,0,0,0,1,1,0,1,0,0,1
F583-4,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,PATHOLOGY_ARCHIVE,297.827752626964,PATHOLOGY_ARCHIVE,STABLE,1.25,6.857453079640037,221.4420061631733,67.2,69.9,0.0593960362422287,0.3577840003188776,12,-6.381560069032898,-2.4932990467102543,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,11.880428158236445,3002.66327849137,1.5866781783475674,shuffled_radius_rrf_nfixed,-24.264275284077154,saturating_n1,6.375204545960068,5.503336579698382,11.8903636847025,6.387027105004118,0,1,4,19,8.874859115743153,-6.381560069032898,-2.4932990467102543,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,12,7.29,0.4044439240539965,0.7274304448341838,0.0233097695224504,0.0838020674977196,0.0,0.0,0.9940031303797628,9.95036150645181,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-24.78865383632134,"{""intercept"": 0.0034189365076294827, ""slope"": 0.6139311053558372}",0.0108152471469809,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-24.78865383632134,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-78.80712687529548,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-79.1706469090528,POLY5_NULL,5,-338.5372316538953,POLY5_NULL,5,-335.9917771084407,POLY5_NULL,5,-328.40395492921164,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,False,0,1,0,0,0,0,1,0,0,1,0,0,2
IC2574,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.3477745427982599,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,1.5,0.8283831339269393,1.1254730942061557,63.8,67.5,0.2116150179551619,0.2876462741128723,34,-1108.9191718874874,-217.3524780184149,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,150.5544349182248,2952.619310909403,5.142523956180357,outer_step_median,-1058.963311826627,saturating_n2,100.18711076057052,37.529481530888674,150.63903673133046,113.1095552004418,0,0,2,2,1326.2716499059024,-1108.9191718874874,-217.3524780184149,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,34,10.23,0.2601306246990497,0.796837737443618,0.0532733588823509,0.065634599592445,0.0,0.0,0.9588917469902616,0.0890202346884636,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-54.69945478568136,"{""coef"": [0.02754376454047464, -1.1134830104892217, 11.007925758530686, -31.10818124346583, 38.44594092327487, -16.62638162904319], ""degree"": 5}",0.0750637348590202,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-54.69945478568136,BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-211.37160104802103,BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-208.70597677298227,POLY2_NULL,2,-256.4507940083385,POLY2_NULL,2,-255.78412734167185,POLY2_NULL,2,-251.38415564599669,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,0,0,0,0,0,1,0,2
IC4202,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6591546654219504,UNRESOLVED_OR_WEAK,STABLE,5.25,0.1278974859817548,0.8366724070067261,244.0020491717232,250.0,0.0123581127406597,0.7197173681912087,32,-539.4358516724362,-966.2044784718516,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,2636.9867453439592,32940.54028876165,5.598431246324753,shuffled_radius_rrf_nfixed,-1321.4358922809597,saturating_n6,71.16663504743792,2564.170491051193,2637.5581183412824,73.38762729008931,0,0,5,11,1505.640330144288,-539.4358516724362,-966.2044784718516,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,32,25.9,0.1226884550783546,0.4504605220283183,0.0502097253436565,0.0253129672249567,0.0,0.3125,0.8121335338454923,0.6848121084510295,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,23.291416712036447,"{""coef"": [-0.5695624749995022, 5.149907130850066, -14.670607644904226, 15.757133229296807, -3.094491088756929, -2.247179165219613], ""degree"": 5}",0.128648978951423,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,23.291416712036447,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-161.16491455117983,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-155.7304991343815,POLY6_NULL,6,-250.42805532973105,POLY6_NULL,6,-246.92805532973105,POLY6_NULL,6,-238.60589915093348,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,1,0,3
KK98-251,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,1.0727983010293385,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.6517010558274364,0.7000395472910395,33.752999866678515,34.6,0.6284665887812021,0.4100048715619281,15,-20.18080584230779,-269.2653141438899,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,8.187189714841246,928.8724264707294,1.7162920468038985,outer_step_median,-44.19888972839929,saturating_n2,0.7706081105777169,6.860945518150593,8.197509933275953,1.33656441512536,1,1,8,20,289.4461199861977,-20.18080584230779,-269.2653141438899,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,15,3.13,0.1770979535051108,0.6245512677033002,0.0224612103702496,0.091743119266055,0.0,0.0,0.9863368910959964,0.0961677288871098,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.894196939389303,"{""coef"": [-0.14078680098497534, 2.692940602648255, -15.083526637646434, 39.401388252136506, -40.88897809779921, 14.609272153238278], ""degree"": 5}",0.0093539487250974,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.894196939389303,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-90.7019897864521,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-94.45180232934786,POLY6_NULL,6,-293.28598389073346,POLY6_NULL,6,-289.78598389073346,POLY5_NULL,5,-282.02965888151806,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,1,1,0,1,0,0,2
NGC0024,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.5475610908688586,MIXED_COMPETITIVE,WEAK-MISMATCH,2.0,0.0810573064565123,0.9278399647960706,107.0,110.0,0.0319716696243104,0.3737699973796838,29,-4.339303425083575,-10.003988032714908,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,23.78719219138437,9505.245613351262,1.1021845378274882,outer_step_median,-192.60467023117727,saturating_n2,11.486153837704869,12.278461603550268,23.75341335836281,11.47495175481254,0,0,3,7,14.343291457798482,-4.339303425083575,-10.003988032714908,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,29,11.27,0.376482050834134,0.8799831513669317,0.0354819037319297,0.0892523364485981,0.0,0.0344827586206896,0.8525585956996011,0.244731124389149,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-57.30935496212577,"{""coef"": [-0.11763796539614312, 5.553112960766771, -18.350500367569197, 28.386578726804508, -19.390635714996705, 4.752077482725994], ""degree"": 5}",0.0257840656959381,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-57.30935496212577,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-187.91535626102623,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-183.52976309928923,POLY4_NULL,4,-320.2575464883342,POLY4_NULL,4,-318.49284060598126,POLY4_NULL,4,-311.8131492177645,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,0,0,0,1,0,0,3
NGC0055,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,1.219612383542674,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.3935160498339721,0.6793056427322015,86.1500145095751,87.4,0.4279721391830404,0.4450151950497351,21,-36.733368842467215,-80.7096146249526,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,13.680137323754373,5231.557438387967,4.7281922327022095,shuffled_radius_rrf_nfixed,-305.9041527399795,saturating_n2,2.268447243072478,6.616578570579791,13.66850878594904,7.051930215369249,0,1,3,7,117.4429834674198,-36.733368842467215,-80.7096146249526,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,21,13.5,0.4873663148888583,0.5836538452469575,0.0221764379799574,0.0558882235528942,0.0,0.0476190476190476,0.9936256502767618,0.0445443064227576,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-48.99828037242455,"{""coef"": [0.10642866230737952, -2.415974276762698, 14.267504878521947, -23.27903259491805, 15.458165073087002, -3.5743045567286664], ""degree"": 5}",0.0060694023683143,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-48.99828037242455,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-154.99043463739503,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-153.56805642861482,POLY6_NULL,6,-338.695614556605,POLY6_NULL,6,-335.195614556605,POLY6_NULL,6,-326.8734583778074,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,0,1,1,0,0,0,0,1
